player_name,club_name,decade,position,goals,assists,clean_sheets,minutes_played,seasons_count,source_urls,confidence,notes
Serhiy Kuznetsov,Karpaty Lviv,2000s,FW,,,,,2,https://www.allplayers.in.ua/ua/team_players/6,Low,Generated season scaffold from exact club spell 2008/09-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Serhiy Kuznetsov,Karpaty Lviv,2010s,FW,,,,,2,https://www.allplayers.in.ua/ua/team_players/6,Low,Generated season scaffold from exact club spell 2008/09-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Hennadiy Medvedyev,Vorskla Poltava,1990s,CB,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Hennadiy Medvedyev,Vorskla Poltava,2000s,CB,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Serhiy Dolhanskyi,Vorskla Poltava,2000s,GK,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Serhiy Dolhanskyi,Vorskla Poltava,2010s,GK,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Andriy Pylyavskyi,Vorskla Poltava,2010s,CB,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2010s.
Vyacheslav Checher,Metalurg Donetsk (- 2015),2000s,CB,,,,,,https://www.allplayers.in.ua/ua/team_players/9,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Vyacheslav Checher,Metalurg Donetsk (- 2015),2010s,CB,,,,,,https://www.allplayers.in.ua/ua/team_players/9,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Serhiy Shyshchenko,Metalurg Donetsk (- 2015),1990s,AM/FW,,,,,,https://www.allplayers.in.ua/ua/team_players/9,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Serhiy Shyshchenko,Metalurg Donetsk (- 2015),2000s,AM/FW,,,,,,https://www.allplayers.in.ua/ua/team_players/9,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Djordje Lazic,Metalurg Donetsk (- 2015),2000s,CM,,,,,2,https://www.allplayers.in.ua/ua/team_players/9,Low,Generated season scaffold from exact club spell 2008/09-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Djordje Lazic,Metalurg Donetsk (- 2015),2010s,CM,,,,,3,https://www.allplayers.in.ua/ua/team_players/9,Low,Generated season scaffold from exact club spell 2008/09-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Sergiy Tkachenko,Metalurg Donetsk (- 2015),2000s,GK,,,,,,https://www.allplayers.in.ua/ua/team_players/9,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s.
Serhiy Zakarlyuka,Arsenal Kyiv ( -2019),2000s,AM/CM,,,,,,https://www.allplayers.in.ua/ua/team_players/16,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Serhiy Zakarlyuka,Arsenal Kyiv ( -2019),2010s,AM/CM,,,,,,https://www.allplayers.in.ua/ua/team_players/16,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Eduard Tsykhmeystruk,Arsenal Kyiv ( -2019),2000s,CM,,,,,,https://www.allplayers.in.ua/ua/team_players/16,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s.
Vasyl Hrytsuk,PFC Oleksandriya,2010s,AM/CM,,,,,,https://www.allplayers.in.ua/ua/team_players/25,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2010s-2020s.
Yevhen Banada,PFC Oleksandriya,2010s,DM/CM,,,,,,https://www.allplayers.in.ua/ua/team_players/25,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2010s-2020s.
Serhiy Loginov,SC Dnipro-1,2010s,CB,,,,,3,https://www.allplayers.in.ua/ua/team_players/3056,Low,Generated season scaffold from exact club spell 2017/18-2022/23; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Serhiy Loginov,SC Dnipro-1,2020s,CB,,,,,3,https://www.allplayers.in.ua/ua/team_players/3056,Low,Generated season scaffold from exact club spell 2017/18-2022/23; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Ihor Kohut,SC Dnipro-1,2010s,CM,,,,,3,https://www.allplayers.in.ua/ua/team_players/3056,Low,Generated season scaffold from exact club spell 2017/18-2022/23; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Ihor Kohut,SC Dnipro-1,2020s,CM,,,,,3,https://www.allplayers.in.ua/ua/team_players/3056,Low,Generated season scaffold from exact club spell 2017/18-2022/23; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Nazarenko,SC Dnipro-1,2010s,LW/RW,,,,,3,https://www.allplayers.in.ua/ua/team_players/3056,Low,Generated season scaffold from exact club spell 2017/18-2022/23; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Nazarenko,SC Dnipro-1,2020s,LW/RW,,,,,3,https://www.allplayers.in.ua/ua/team_players/3056,Low,Generated season scaffold from exact club spell 2017/18-2022/23; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Tiberiu Ghioane,Dynamo Kyiv,2000s,Midfielder,,,,,9,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/club_legioner/1,Low,Generated season scaffold from exact club spell 2001/02-2010/11; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Tiberiu Ghioane,Dynamo Kyiv,2010s,Midfielder,,,,,1,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/club_legioner/1,Low,Generated season scaffold from exact club spell 2001/02-2010/11; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Badr El Kaddouri,Dynamo Kyiv,2000s,Defender,,,,,8,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/legioner_scorers,Low,Generated season scaffold from exact club spell 2002/03-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Badr El Kaddouri,Dynamo Kyiv,2010s,Defender,,,,,2,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/legioner_scorers,Low,Generated season scaffold from exact club spell 2002/03-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Aliyev,Dynamo Kyiv,2000s,Midfielder,,,,,5,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/club_national_player/1,Low,Generated season scaffold from exact club spell 2005/06-2010/11; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Aliyev,Dynamo Kyiv,2010s,Midfielder,,,,,1,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/club_national_player/1,Low,Generated season scaffold from exact club spell 2005/06-2010/11; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Artem Besyedin,Dynamo Kyiv,2010s,Forward,,,,,4,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/club_national_player/1,Low,Generated season scaffold from exact club spell 2016/17-2021/22; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Artem Besyedin,Dynamo Kyiv,2020s,Forward,,,,,2,https://www.allplayers.in.ua/ua/team_players/1 ; https://www.allplayers.in.ua/ua/club_national_player/1,Low,Generated season scaffold from exact club spell 2016/17-2021/22; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Volodymyr Shepelev,Dynamo Kyiv,2010s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/player/4018 ; https://www.allplayers.in.ua/ua/team_players/1,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2016/17-present.
Volodymyr Shepelev,Dynamo Kyiv,2020s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/player/4018 ; https://www.allplayers.in.ua/ua/team_players/1,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2016/17-present.
Yevhen Cheberyachko,Dnipro Dnipropetrovsk (- 2020),2010s,Defender,,,,,7,https://www.allplayers.in.ua/ua/team_players/3 ; https://fcdnipro.com/news/30-znakovyh-gravcziv-dnipra.html,Low,Generated season scaffold from exact club spell 2009/10-2016/17; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Mandzyuk,Dnipro Dnipropetrovsk (- 2020),2000s,Defender,,,,,1,https://www.allplayers.in.ua/ua/team_players/3,Low,Generated season scaffold from exact club spell 2009/10-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Mandzyuk,Dnipro Dnipropetrovsk (- 2020),2010s,Defender,,,,,5,https://www.allplayers.in.ua/ua/team_players/3,Low,Generated season scaffold from exact club spell 2009/10-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Ivan Strinic,Dnipro Dnipropetrovsk (- 2020),2010s,Defender,,,,,5,https://www.allplayers.in.ua/ua/team_players/3 ; https://fcdnipro.com/news/30-znakovyh-gravcziv-dnipra.html,Low,Generated season scaffold from exact club spell 2010/11-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Jan Lastuvka,Dnipro Dnipropetrovsk (- 2020),2000s,Goalkeeper,0,,,,1,https://www.allplayers.in.ua/ua/team_players/3,Medium,Generated season scaffold from exact club spell 2009/10-2015/16; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Jan Lastuvka,Dnipro Dnipropetrovsk (- 2020),2010s,Goalkeeper,0,,,,6,https://www.allplayers.in.ua/ua/team_players/3,Medium,Generated season scaffold from exact club spell 2009/10-2015/16; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Artem Fedetskyi,Dnipro Dnipropetrovsk (- 2020),2010s,Defender,,,,,4,https://www.allplayers.in.ua/ua/team_players/3 ; https://fcdnipro.com/news/30-znakovyh-gravcziv-dnipra.html,Low,Generated season scaffold from exact club spell 2012/13-2015/16; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Samuel Inkoom,Dnipro Dnipropetrovsk (- 2020),2010s,Defender,,,,,3,https://www.allplayers.in.ua/ua/team_players/3,Low,Generated season scaffold from exact club spell 2011/12-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Matheus,Dnipro Dnipropetrovsk (- 2020),2010s,Forward,,,,,5,https://www.allplayers.in.ua/ua/team_scorers/3,Low,Generated season scaffold from exact club spell 2011/12-2015/16; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Leo Matos,Dnipro Dnipropetrovsk (- 2020),2010s,Defender,,,,,5,https://www.allplayers.in.ua/ua/team_players/3,Low,Generated season scaffold from exact club spell 2010/11-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Serhiy Mizin,Metalist Kharkiv,2000s,Midfielder,,,,,4,https://www.allplayers.in.ua/ua/team_players/4 ; https://uk.wikipedia.org/wiki/Суперництво_футбольних_клубів_«Дніпро»_та_«Металіст»,Low,Generated season scaffold from exact club spell 2001/02-2004/05; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Andriy Bordiyan,Metalist Kharkiv,2000s,Defender,,,,,4,https://www.allplayers.in.ua/ua/team_players/4,Low,Generated season scaffold from exact club spell 2006/07-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Andriy Bordiyan,Metalist Kharkiv,2010s,Defender,,,,,4,https://www.allplayers.in.ua/ua/team_players/4,Low,Generated season scaffold from exact club spell 2006/07-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Yaroshenko,Metalist Kharkiv,2000s,Midfielder,,,,,4,https://www.allplayers.in.ua/ua/team_players/4,Low,Generated season scaffold from exact club spell 2005/06-2008/09; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Roman Shandruk,Metalist Kharkiv,2000s,Defender,,,,,4,https://www.allplayers.in.ua/ua/team_players/4,Low,Generated season scaffold from exact club spell 2005/06-2008/09; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Levchenko,Arsenal Kyiv ( -2019),2000s,Midfielder,,,,,7,https://www.allplayers.in.ua/ua/team_players/16,Low,Generated season scaffold from exact club spell 2002/03-2008/09; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Serhiy Symonenko,Arsenal Kyiv ( -2019),2000s,Defender,,,,,6,https://www.allplayers.in.ua/ua/team_players/16,Low,Generated season scaffold from exact club spell 2002/03-2007/08; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Andriy Khomin,Arsenal Kyiv ( -2019),2000s,Defender,,,,,5,https://www.allplayers.in.ua/ua/team_players/16,Low,Generated season scaffold from exact club spell 2001/02-2005/06; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Hrytsay,Arsenal Kyiv ( -2019),2000s,Midfielder,,,,,1,https://www.allplayers.in.ua/ua/team_players/16 ; https://www.allplayers.in.ua/ua/team_squad/16/2009-2010,Low,Generated season scaffold from exact club spell 2009/10-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Hrytsay,Arsenal Kyiv ( -2019),2010s,Midfielder,,,,,4,https://www.allplayers.in.ua/ua/team_players/16 ; https://www.allplayers.in.ua/ua/team_squad/16/2009-2010,Low,Generated season scaffold from exact club spell 2009/10-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Mykyta Kamenyuka,Zorya Lugansk,2000s,Defender,,,,,3,https://www.allplayers.in.ua/ua/team_players/13,Low,Generated season scaffold from exact club spell 2007/08-2018/19; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Mykyta Kamenyuka,Zorya Lugansk,2010s,Defender,,,,,9,https://www.allplayers.in.ua/ua/team_players/13,Low,Generated season scaffold from exact club spell 2007/08-2018/19; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Zeljko Ljubenovic,Zorya Lugansk,2010s,Midfielder,,,,,6,https://www.allplayers.in.ua/ua/team_players/13,Low,Generated season scaffold from exact club spell 2012/13-2017/18; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Karavayev,Zorya Lugansk,2010s,Midfielder / Defender,,,,,3,https://www.allplayers.in.ua/ua/team_players/13,Low,Generated season scaffold from exact club spell 2014/15-2016/17; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Dmytro Bilyi,Zorya Lugansk,2000s,Defender,,,,,1,https://www.allplayers.in.ua/ua/team_players/13,Low,Generated season scaffold from exact club spell 2009/10-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Dmytro Bilyi,Zorya Lugansk,2010s,Defender,,,,,4,https://www.allplayers.in.ua/ua/team_players/13,Low,Generated season scaffold from exact club spell 2009/10-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Rudenko,Chornomorets Odesa,1990s,Goalkeeper,0,,,,1,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Generated season scaffold from exact club spell 1999/00-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Rudenko,Chornomorets Odesa,2000s,Goalkeeper,0,,,,10,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Generated season scaffold from exact club spell 1999/00-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Rudenko,Chornomorets Odesa,2010s,Goalkeeper,0,,,,3,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Generated season scaffold from exact club spell 1999/00-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vitaliy Kolesnichenko,Chornomorets Odesa,1990s,Midfielder,,,,,,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1992-2000s.
Vitaliy Kolesnichenko,Chornomorets Odesa,2000s,Midfielder,,,,,,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1992-2000s.
Yuriy Bukel,Chornomorets Odesa,1990s,Defender,,,,,,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Yuriy Bukel,Chornomorets Odesa,2000s,Defender,,,,,,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Oleksandr Zotov,Chornomorets Odesa,2000s,Midfielder,,,,,5,https://www.allplayers.in.ua/ua/top_players ; https://www.allplayers.in.ua/ua/team_players/5,Low,Generated season scaffold from exact club spell 2005/06-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Zotov,Chornomorets Odesa,2010s,Midfielder,,,,,4,https://www.allplayers.in.ua/ua/top_players ; https://www.allplayers.in.ua/ua/team_players/5,Low,Generated season scaffold from exact club spell 2005/06-2013/14; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksiy Hai,Chornomorets Odesa,2010s,Midfielder,,,,,2,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/national_career/437,Low,Generated season scaffold from exact club spell 2013/14-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Dmytro Bezotosnyi,Chornomorets Odesa,2010s,Goalkeeper,0,,,,4,https://uk.wikipedia.org/wiki/Статистика_та_рекорди_ФК_«Чорноморець»_Одеса ; https://www.allplayers.in.ua/ua/team_players/5,Medium,Generated season scaffold from exact club spell 2011/12-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Didenko,Chornomorets Odesa,2000s,Forward,,,,,4,https://www.allplayers.in.ua/ua/team_players/5,Low,Generated season scaffold from exact club spell 2006/07-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Didenko,Chornomorets Odesa,2010s,Forward,,,,,2,https://www.allplayers.in.ua/ua/team_players/5,Low,Generated season scaffold from exact club spell 2006/07-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Ihor Kislov,Vorskla Poltava,1990s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Ihor Kislov,Vorskla Poltava,2000s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Oleksandr Omelchuk,Vorskla Poltava,1990s,Defender,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Oleksandr Omelchuk,Vorskla Poltava,2000s,Defender,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Serhiy Chuichenko,Vorskla Poltava,1990s,Forward,,,,,,https://www.allplayers.in.ua/ua/team_players/8,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s.
Vladimir Dishlenkovic,Metalurg Donetsk (- 2015),2000s,Goalkeeper,0,,,,5,https://www.allplayers.in.ua/ua/team_players/9,Medium,Generated season scaffold from exact club spell 2005/06-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Vladimir Dishlenkovic,Metalurg Donetsk (- 2015),2010s,Goalkeeper,0,,,,3,https://www.allplayers.in.ua/ua/team_players/9,Medium,Generated season scaffold from exact club spell 2005/06-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Cyriac,Metalurg Donetsk (- 2015),2010s,Forward,,,,,4,https://www.allplayers.in.ua/ua/team_players/9,Low,Generated season scaffold from exact club spell 2011/12-2014/15; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Velizar Dimitrov,Metalurg Donetsk (- 2015),2000s,Midfielder,,,,,2,https://www.allplayers.in.ua/ua/team_players/9,Low,Generated season scaffold from exact club spell 2008/09-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Velizar Dimitrov,Metalurg Donetsk (- 2015),2010s,Midfielder,,,,,2,https://www.allplayers.in.ua/ua/team_players/9,Low,Generated season scaffold from exact club spell 2008/09-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Alexandru Suvorov,Metalurg Donetsk (- 2015),2010s,Midfielder,,,,,3,https://www.allplayers.in.ua/ua/team_players/9,Low,Generated season scaffold from exact club spell 2010/11-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Oleksandr Nesterov,Metalurg Zaporizhya,2000s,Defender,,,,,,https://www.allplayers.in.ua/ua/team_players/11,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Oleksandr Nesterov,Metalurg Zaporizhya,2010s,Defender,,,,,,https://www.allplayers.in.ua/ua/team_players/11,Low,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s-2010s.
Viktor Gromov,Kryvbas Kryvyi Rig,1990s,Defender,,,,,,https://www.allplayers.in.ua/ua/team_players/10,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Viktor Gromov,Kryvbas Kryvyi Rig,2000s,Defender,,,,,,https://www.allplayers.in.ua/ua/team_players/10,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Hennadiy Prykhodko,Kryvbas Kryvyi Rig,1990s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/team_players/10,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Hennadiy Prykhodko,Kryvbas Kryvyi Rig,2000s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/team_players/10,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
Oleksandr Zotov,Kryvbas Kryvyi Rig,2000s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/top_players ; https://www.allplayers.in.ua/ua/team_players/10,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 2000s.
Ihor Oshchypko,Karpaty Lviv,2000s,Defender,,,,,2,https://www.allplayers.in.ua/ua/team_players/6,Low,Generated season scaffold from exact club spell 2008/09-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Ihor Oshchypko,Karpaty Lviv,2010s,Defender,,,,,3,https://www.allplayers.in.ua/ua/team_players/6,Low,Generated season scaffold from exact club spell 2008/09-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Sambou Yatabare,Karpaty Lviv,2010s,Midfielder,,,,,2,https://www.allplayers.in.ua/ua/team_players/6 ; https://www.allplayers.in.ua/ua/club_legioner/6,Low,Generated season scaffold from exact club spell 2011/12-2012/13; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Maicon,Volyn Lutsk,2010s,Forward,,,,,2,https://www.allplayers.in.ua/ua/team_players/14 ; https://www.allplayers.in.ua/ua/team_scorers/14,Low,Generated season scaffold from exact club spell 2010/11-2011/12; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Andriy Hitchenko,FC Oleksandriya,2010s,Defender,,,,,4,https://www.allplayers.in.ua/ua/team_players/25,Low,Generated season scaffold from exact club spell 2016/17-2020/21; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Andriy Hitchenko,FC Oleksandriya,2020s,Defender,,,,,1,https://www.allplayers.in.ua/ua/team_players/25,Low,Generated season scaffold from exact club spell 2016/17-2020/21; only safe numeric stats were aggregated. Blank cells mean season-level values were not reliably found.
Roman Lytovchak,Borysfen Boryspil (- 2007),2000s,Midfielder,,,,,,https://www.allplayers.in.ua/ua/team_players/24,Medium,Could not reconstruct season-by-season statistics from supplied evidence. Source verifies candidate/club context or aggregate spell only; all unsafe numeric stats left blank. Club spell text in baseline: 1990s-2000s.
